program_id,program_name,employee_first_name,employee_last_name,business_unit_corporate_function,location,career_grade,talent_review_status,number_of_years_with_business,gender,ethnicity,nps_score,nps_comments
921,iManage,Meghan,Holder,Corporate Marketing & Comms,Europe,C2,Ready in 1 year,6 - 10 years,Male,White,1.0,
921,iManage,Letitia,Yeates,Virtual Online Learning,"North America, United States",E,Aspire to move,11 + years,Female,White,7.0,
921,iManage,Camellia,Ohara,Virtual Online Learning,Australia,D,Ready now,3 - 5 years,Male,White,4.0,
921,iManage,Wayne,Thomson,Virtual Online Learning,"North America, United States",C2,Coach,3 - 5 years,Prefer not to say,White,4.0,
921,iManage,Jamee,Litchfield,Virtual Online Learning,"North America, United States",C2,Ready now,6 - 10 years,Female,White,10.0,
921,iManage,Nicole,Tailor,Virtual Online Learning,Africa,C2,Aspire to move,3 - 5 years,Male,White,6.0,
921,iManage,India,Rutter,Virtual Online Learning,India,C2,Performing to standard,Less than 2 years,Other,White,3.0,
921,iManage,Gloria,Aldersley,Assessment & Qualifications,Africa,D,Ready in 1 year,11 + years,Female,White,7.0,
921,iManage,Margy,Calvert,Virtual Online Learning,"North America, Canada",E,Ready in 1 year,3 - 5 years,Male,White,3.0,
921,iManage,Jammie,Sallis,Corporate Marketing & Comms,United Kingdom,E,Ready now,Less than 2 years,Female,White,10.0,
921,iManage,Ruben,Ali,Corporate Marketing & Comms,United Kingdom,C2,Aspire to move,Less than 2 years,Female,White,0.0,
921,iManage,Janetta,Armour,Assessment & Qualifications,India,D,Performing to standard,3 - 5 years,Male,White,2.0,
921,iManage,Cherish,Mcdermott,Virtual Online Learning,United Kingdom,D,Aspire to move,6 - 10 years,Female,White,6.0,
921,iManage,Rebekah,Pope,Higher Education,United Kingdom,C2,Performing to standard,11 + years,Male,White,3.0,
921,iManage,Stefania,Allen,Higher Education,"North America, United States",C2,Aspire to move,11 + years,Female,White,0.0,
921,iManage,Judy,Finney,Higher Education,Europe,E,Ready now,3 - 5 years,Male,White,0.0,
921,iManage,Davina,Fogg,Higher Education,"North America, Canada",C2,Ready now,11 + years,Male,White,0.0,
921,iManage,Rema,Rowson,Higher Education,"North America, United States",C2,Ready now,Less than 2 years,Female,White,3.0,
921,iManage,Celia,Moreton,Assessment & Qualifications,United Kingdom,C2,Aspire to move,3 - 5 years,Female,White,10.0,
921,iManage,Ina,Watt,Higher Education,"North America, United States",C2,Aspire to move,11 + years,Male,White,9.0,
921,iManage,Sunday,Tippins,Higher Education,"North America, Canada",D,Ready in 1 year,11 + years,Female,White,0.0,
921,iManage,Nikia,Broadley,Assessment & Qualifications,"North America, United States",C2,Ready in 1 year,Less than 2 years,Male,White,10.0,
921,iManage,Joslyn,Price,Higher Education,United Kingdom,D,Performing to standard,3 - 5 years,Male,White,4.0,
921,iManage,Olivia,Nolan,Corporate Marketing & Comms,Australia,D,Aspire to move,3 - 5 years,Male,White,8.0,
921,iManage,Epifania,Emmanuel,Virtual Online Learning,China,E,Aspire to move,Less than 2 years,Female,White,6.0,
921,iManage,Ashlea,Desai,Assessment & Qualifications,Australia,C2,Aspire to move,11 + years,Female,White,5.0,
921,iManage,Bridget,Ormond,Virtual Online Learning,Europe,C2,Coach,3 - 5 years,Female,White,2.0,
921,iManage,Vernie,Mortimer,Virtual Online Learning,"North America, United States",C2,Ready now,3 - 5 years,Male,White,6.0,
921,iManage,Jessie,Broadhurst,Assessment & Qualifications,"North America, Canada",C2,Ready now,11 + years,Female,White,0.0,
921,iManage,Meghann,Rankin,English Language Learning,"North America, United States",D,Performing to standard,6 - 10 years,Female,White,3.0,
921,iManage,Isreal,Wells,Higher Education,United Kingdom,E,Coach,3 - 5 years,Female,White,1.0,
921,iManage,Cristopher,Dyson,Higher Education,United Kingdom,C2,Performing to standard,Less than 2 years,Female,White,3.0,
921,iManage,Moises,Strickland,Assessment & Qualifications,United Kingdom,C2,Ready in 1 year,6 - 10 years,Male,White,9.0,
921,iManage,Rosalie,Turton,Assessment & Qualifications,United Kingdom,C1,Ready in 1 year,Less than 2 years,Female,White,7.0,
921,iManage,Marla,Dickinson,English Language Learning,"North America, United States",C1,Ready in 1 year,6 - 10 years,Female,White,4.0,
921,iManage,Selena,Wateridge,Corporate Marketing & Comms,United Kingdom,C1,Ready now,3 - 5 years,Male,White,9.0,
921,iManage,Caryn,Rowan,Virtual Online Learning,"North America, Canada",D,Performing to standard,3 - 5 years,Male,White,1.0,
921,iManage,Hulda,Stewart,English Language Learning,"North America, United States",C1,Ready now,3 - 5 years,Male,White,4.0,
921,iManage,Marty,O meara,Corporate Marketing & Comms,"North America, United States",D,Coach,11 + years,Female,White,4.0,
921,iManage,Amberly,Everitt,English Language Learning,China,C1,Aspire to move,3 - 5 years,Male,White,7.0,
921,iManage,Henrietta,Sheldon,Corporate Marketing & Comms,"North America, United States",C1,Ready in 1 year,11 + years,Female,White,2.0,
921,iManage,Dovie,Etchells,Virtual Online Learning,"North America, United States",C1,Ready in 1 year,Less than 2 years,Male,White,0.0,
921,iManage,Macy,Mccormick,Higher Education,"North America, United States",D,Aspire to move,3 - 5 years,Male,White,1.0,
921,iManage,Xuan,Eatherington,Assessment & Qualifications,Europe,C1,Coach,Less than 2 years,Male,White,3.0,
921,iManage,Jaye,Lilley,Higher Education,India,C1,Coach,Less than 2 years,Female,White,1.0,
921,iManage,Patty,Oliver,Virtual Online Learning,"North America, United States",D,Coach,3 - 5 years,Female,White,3.0,
921,iManage,Liza,Brock,Virtual Online Learning,United Kingdom,C1,Performing to standard,3 - 5 years,Female,White,0.0,
921,iManage,Sherrill,Dutt,English Language Learning,"North America, United States",C1,Aspire to move,Less than 2 years,Male,White,3.0,
921,iManage,Katelin,Murrell,English Language Learning,"North America, United States",C1,Performing to standard,6 - 10 years,Female,White,8.0,
921,iManage,Yolonda,Purnell,Corporate Marketing & Comms,United Kingdom,C1,Coach,11 + years,Male,White,2.0,
921,iManage,Nicole,Davie,English Language Learning,"North America, United States",C1,Performing to standard,6 - 10 years,Male,White,10.0,
921,iManage,Ellsworth,Clarke,Virtual Online Learning,"North America, United States",C1,Ready in 1 year,3 - 5 years,Prefer not to say,White,4.0,
921,iManage,Mitch,Childs,Higher Education,United Kingdom,D,Aspire to move,6 - 10 years,Other,White,2.0,
921,iManage,Madelyn,Privett,English Language Learning,United Kingdom,E,Ready in 1 year,3 - 5 years,Female,White,0.0,
921,iManage,Eduardo,Doon,Assessment & Qualifications,"North America, United States",D,Ready now,11 + years,Male,White,3.0,
921,iManage,Morgan,Curtis,English Language Learning,United Kingdom,C1,Coach,11 + years,Female,White,4.0,
921,iManage,Pamela,Mathews,English Language Learning,China,C1,Ready in 1 year,11 + years,Male,White,8.0,
921,iManage,Lauryn,Raymond,Higher Education,United Kingdom,C1,Aspire to move,11 + years,Female,White,6.0,I liked meeting other managers - it would have been good to have more time to network and learn from other managers.
921,iManage,Anjanette,Mcfarlane,English Language Learning,East Asia,E,Performing to standard,6 - 10 years,Male,Black,5.0,
921,iManage,Isa,Steel,English Language Learning,"North America, United States",C1,Aspire to move,11 + years,Female,White,10.0,
921,iManage,Will,Lynas,Corporate Marketing & Comms,United Kingdom,D,Performing to standard,11 + years,Male,White,10.0,
921,iManage,Wendi,Emmott,Virtual Online Learning,United Kingdom,C1,Coach,3 - 5 years,Male,White,2.0,
921,iManage,Shemeka,Hopes,Assessment & Qualifications,United Kingdom,C1,Ready in 1 year,11 + years,Female,White,7.0,
921,iManage,Scotty,Samuel,Virtual Online Learning,East Asia,C1,Coach,Less than 2 years,Male,White,1.0,
921,iManage,Lakeisha,Alderson,Assessment & Qualifications,United Kingdom,C1,Coach,11 + years,Male,White,0.0,I feel like I was put on this program because my manager doesn't think I'm a good people manager.  I knew a lot of this stuff already.
921,iManage,Sunni,Addison,Higher Education,Europe,C1,Performing to standard,3 - 5 years,Male,White,8.0,
921,iManage,Earline,Bowen,Assessment & Qualifications,Europe,E,Aspire to move,6 - 10 years,Male,White,4.0,
921,iManage,Rachelle,Ridgwell,Virtual Online Learning,Europe,C1,Performing to standard,3 - 5 years,Female,White,3.0,
921,iManage,Parker,Keffler,English Language Learning,Europe,C1,Coach,Less than 2 years,Male,White,0.0,
921,iManage,Charolette,Rumbold,Higher Education,United Kingdom,D,Ready in 1 year,Less than 2 years,Male,White,7.0,
921,iManage,Hue,Robe,Corporate Marketing & Comms,"North America, United States",C1,Ready in 1 year,3 - 5 years,Male,White,8.0,
921,iManage,Isaias,Emmott,English Language Learning,United Kingdom,E,Ready now,6 - 10 years,Male,White,8.0,
921,iManage,Rossana,Keane,Assessment & Qualifications,Europe,C1,Performing to standard,Less than 2 years,Male,White,1.0,
921,iManage,Josefina,Prior,Workforce Skills,China,E,Ready in 1 year,11 + years,Male,White,3.0,
921,iManage,Debi,Keane,Legal,"North America, Canada",C1,Aspire to move,3 - 5 years,Male,White,6.0,
921,iManage,Brianne,Pendleton,Finance,United Kingdom,C1,Performing to standard,6 - 10 years,Male,White,4.0,
921,iManage,Georgeann,Oakton,Virtual Online Learning,South Asia,D,Aspire to move,6 - 10 years,Female,White,7.0,
921,iManage,Art,Opayne,Assessment & Qualifications,"North America, United States",C1,Coach,Less than 2 years,Female,White,3.0,
921,iManage,Nelson,Dykes,Virtual Online Learning,Middle East,C1,Ready in 1 year,6 - 10 years,Male,White,7.0,
921,iManage,Brad,Pipe,Human Resources,United Kingdom,C1,Ready now,3 - 5 years,Male,White,3.0,
921,iManage,Valrie,Carty,Higher Education,Europe,E,Aspire to move,6 - 10 years,Female,White,6.0,
921,iManage,Rosa,Forsyth,Assessment & Qualifications,Australia,F,Aspire to move,3 - 5 years,Female,White,,
921,iManage,Kaitlyn,Hyde,Virtual Online Learning,West Asia,D,Coach,11 + years,Female,White,1.0,
921,iManage,Aleta,Caton,Virtual Online Learning,United Kingdom,D,Coach,11 + years,Female,White,4.0,
921,iManage,Courtney,Jowett,Assessment & Qualifications,"North America, United States",C1,Performing to standard,Less than 2 years,Male,White,5.0,
921,iManage,Miguelina,Peebles,Higher Education,United Kingdom,C1,Ready in 1 year,Less than 2 years,Male,White,7.0,
921,iManage,Aurea,Fenton,Human Resources,West Asia,C1,Aspire to move,6 - 10 years,Male,White,0.0,
921,iManage,Dusty,Lunn,Workforce Skills,"North America, United States",D,Aspire to move,6 - 10 years,Male,White,4.0,
921,iManage,Jed,Hind,Higher Education,United Kingdom,E,Ready now,Less than 2 years,Female,White,10.0,
921,iManage,Shavonne,Bayliss,English Language Learning,West Asia,D,Performing to standard,6 - 10 years,Male,White,2.0,
921,iManage,Pearl,Ling,Workforce Skills,East Asia,C1,Ready in 1 year,Less than 2 years,Prefer not to say,White,2.0,
921,iManage,Lonna,Warden,Human Resources,"North America, United States",C1,Ready now,11 + years,Female,White,4.0,
921,iManage,Verona,Embleton,Higher Education,United Kingdom,C1,Ready in 1 year,11 + years,Male,White,7.0,
921,iManage,Darin,Campbell,Human Resources,United Kingdom,C1,Ready in 1 year,3 - 5 years,Female,White,9.0,
921,iManage,Shelly,Khalifa,Corporate Marketing & Comms,Europe,D,Ready in 1 year,Less than 2 years,Female,White,6.0,
921,iManage,Hellen,Emmery,Corporate Marketing & Comms,"North America, United States",C1,Aspire to move,Less than 2 years,Female,White,5.0,"In my previous company, they did manager training and it was poor compared to this.  I liked how there was a mix of administrative advice and soft skills as well."
921,iManage,Rosita,Tatlow,Virtual Online Learning,"North America, United States",C1,Coach,11 + years,Male,White,2.0,
921,iManage,Kristine,Shelton,Workforce Skills,Australia,D,Coach,3 - 5 years,Female,White,1.0,
921,iManage,Patrica,Forsyth,Human Resources,United Kingdom,E,Aspire to move,11 + years,Male,White,0.0,
921,iManage,Celesta,Lunn,Virtual Online Learning,Australia,C1,Ready in 1 year,6 - 10 years,Male,White,6.0,
921,iManage,Nisha,Trafford,Strategy,United Kingdom,C1,Coach,Less than 2 years,Female,White,6.0,
921,iManage,Stacee,Newlands,English Language Learning,"North America, United States",D,Ready in 1 year,3 - 5 years,Female,White,5.0,
921,iManage,Van,Johnson,Higher Education,Europe,C1,Coach,6 - 10 years,Female,White,4.0,
921,iManage,Nicolette,Carney,Virtual Online Learning,India,C1,Performing to standard,3 - 5 years,Male,White,2.0,
921,iManage,Maryrose,Knight,Higher Education,"North America, Canada",C1,Ready now,Less than 2 years,Female,White,8.0,
921,iManage,Ernesto,Harwood,Higher Education,United Kingdom,E,Performing to standard,3 - 5 years,Female,White,4.0,
921,iManage,Tomika,Rodrigues,Finance,India,D,Ready in 1 year,Less than 2 years,Male,White,3.0,
921,iManage,Elodia,Aikman,Workforce Skills,"North America, Canada",C1,Coach,6 - 10 years,Male,White,1.0,
921,iManage,Stanford,Ramm,CPO/DTC,United Kingdom,E,Coach,6 - 10 years,Male,White,1.0,
921,iManage,Genoveva,Crossley,Human Resources,"North America, United States",E,Coach,3 - 5 years,Male,White,0.0,
921,iManage,Vincenza,Ness,Higher Education,China,D,Ready in 1 year,11 + years,Male,White,4.0,
921,iManage,Kenda,Lancaster,Higher Education,"North America, Canada",E,Coach,Less than 2 years,Male,White,1.0,
921,iManage,Madge,Pearce,Virtual Online Learning,Middle East,C2,Ready in 1 year,11 + years,Female,White,4.0,
921,iManage,Lakia,Ridley,Assessment & Qualifications,United Kingdom,E,Ready now,6 - 10 years,Female,White,3.0,
921,iManage,Gladys,Gibbons,English Language Learning,"North America, United States",C2,Coach,3 - 5 years,Male,White,5.0,
921,iManage,Caroline,Fulton,English Language Learning,United Kingdom,D,Ready in 1 year,11 + years,Female,White,2.0,
921,iManage,Leontine,Kinnear,Assessment & Qualifications,China,C1,Aspire to move,Less than 2 years,Female,White,7.0,
921,iManage,Franklyn,Glenn,Assessment & Qualifications,"North America, United States",C1,Ready in 1 year,Less than 2 years,Female,White,9.0,
921,iManage,Charlotte,Weller,Assessment & Qualifications,India,D,Ready in 1 year,Less than 2 years,Male,White,0.0,
921,iManage,Lucina,Eastell,Higher Education,"North America, United States",E,Ready in 1 year,6 - 10 years,Female,White,6.0,
921,iManage,Carole,Unsworth,Higher Education,"North America, United States",C2,Aspire to move,6 - 10 years,Female,White,4.0,
921,iManage,Wendolyn,O mahoney,English Language Learning,"North America, Canada",C2,Performing to standard,11 + years,Female,White,1.0,
921,iManage,Jacquetta,Fyall,Assessment & Qualifications,United Kingdom,C1,Ready now,11 + years,Male,White,5.0,
921,iManage,Edda,Oatridge,English Language Learning,United Kingdom,E,Aspire to move,3 - 5 years,Male,White,3.0,
921,iManage,Jenny,Keefe,Assessment & Qualifications,East Asia,C2,Performing to standard,3 - 5 years,Male,White,3.0,
921,iManage,Jenine,Inglefield,Higher Education,Europe,C2,Coach,6 - 10 years,Female,White,5.0,
921,iManage,Mitchell,Naumann,Virtual Online Learning,United Kingdom,C2,Ready now,3 - 5 years,Female,White,2.0,
921,iManage,Arthur,Fewtrell,English Language Learning,"North America, United States",C2,Performing to standard,11 + years,Male,White,6.0,
921,iManage,Joanne,Hallam,CPO/DTC,East Asia,C2,Performing to standard,11 + years,Male,White,1.0,
921,iManage,Juan,Barry,Higher Education,"North America, Canada",C2,Ready now,11 + years,Male,White,3.0,
921,iManage,Albertina,Bowman,Corporate Marketing & Comms,China,C2,Ready now,11 + years,Male,White,5.0,
921,iManage,Eladia,Gray,Human Resources,"North America, Canada",D,Ready in 1 year,3 - 5 years,Female,White,0.0,
921,iManage,Karina,Johanson,English Language Learning,"North America, United States",E,Ready in 1 year,3 - 5 years,Female,White,8.0,
921,iManage,Arnetta,Varndell,Virtual Online Learning,"North America, United States",E,Performing to standard,6 - 10 years,Female,White,10.0,
921,iManage,Wanda,Norbury,Higher Education,"North America, United States",C2,Aspire to move,6 - 10 years,Male,White,0.0,
921,iManage,Esperanza,Ingles,Higher Education,"North America, United States",E,Performing to standard,6 - 10 years,Male,White,0.0,
921,iManage,Shery,Abraham,Assessment & Qualifications,United Kingdom,E,Ready now,Less than 2 years,Male,White,4.0,
921,iManage,Elinor,Leeson,Higher Education,Australia,D,Aspire to move,6 - 10 years,Female,White,2.0,
921,iManage,Danny,Oman,CPO/DTC,"North America, United States",D,Aspire to move,6 - 10 years,Male,White,7.0,
921,iManage,Bailey,Daley,Legal,"North America, United States",C2,Ready in 1 year,3 - 5 years,Female,White,7.0,
921,iManage,Anjanette,Templar,Higher Education,"North America, United States",E,Ready now,Less than 2 years,Other,White,9.0,
921,iManage,Brittney,Chalmers,Human Resources,China,D,Performing to standard,3 - 5 years,Female,White,0.0,
921,iManage,Lovie,Jolley,Higher Education,"North America, United States",D,Aspire to move,6 - 10 years,Male,White,2.0,
921,iManage,Lorraine,Nielson,Human Resources,United Kingdom,C2,Ready now,Less than 2 years,Male,White,2.0,
921,iManage,Cindy,Turner,Higher Education,United Kingdom,D,Coach,Less than 2 years,Male,White,4.0,
921,iManage,Rebeca,Ransom,Higher Education,United Kingdom,C2,Performing to standard,11 + years,Male,White,3.0,
921,iManage,Clotilde,Lumb,Higher Education,"North America, Canada",C2,Performing to standard,3 - 5 years,Female,White,6.0,
921,iManage,Zelma,Lister,Higher Education,"North America, United States",C2,Ready now,11 + years,Female,White,2.0,
921,iManage,Liza,Eyles,Higher Education,"North America, United States",C2,Ready now,6 - 10 years,Female,White,10.0,Thank you
921,iManage,Ginger,Irwin,English Language Learning,"North America, Canada",C2,Ready now,11 + years,Male,White,1.0,
921,iManage,Anitra,Dipper,Corporate Marketing & Comms,United Kingdom,C2,Ready in 1 year,6 - 10 years,Prefer not to say,White,10.0,
921,iManage,Riley,Sanchez,Assessment & Qualifications,"North America, United States",C2,Performing to standard,3 - 5 years,Male,White,5.0,
921,iManage,Serita,Thom,Corporate Marketing & Comms,United Kingdom,D,Performing to standard,3 - 5 years,Male,White,5.0,
921,iManage,Willodean,Sellars,Higher Education,United Kingdom,E,Coach,6 - 10 years,Male,White,4.0,
921,iManage,Goldie,Eldridge,Higher Education,United Kingdom,E,Performing to standard,6 - 10 years,Female,White,8.0,
921,iManage,Alesha,Potter,Higher Education,Europe,C2,Ready now,3 - 5 years,Male,White,9.0,
921,iManage,Alethea,Bower,Assessment & Qualifications,United Kingdom,C2,Ready now,6 - 10 years,Male,White,8.0,
921,iManage,Clare,Alvey,Assessment & Qualifications,"North America, Canada",E,Ready in 1 year,6 - 10 years,Other,Black,7.0,
921,iManage,Nilda,Melia,English Language Learning,United Kingdom,C2,Performing to standard,6 - 10 years,Male,White,2.0,
921,iManage,Charmaine,Thurling,English Language Learning,United Kingdom,C2,Ready in 1 year,3 - 5 years,Female,White,3.0,
921,iManage,Yevette,Dobbin,Corporate Marketing & Comms,Europe,E,Ready in 1 year,6 - 10 years,Male,White,3.0,
921,iManage,Cyrstal,Oddy,Assessment & Qualifications,"North America, Canada",C2,Performing to standard,Less than 2 years,Female,White,7.0,
921,iManage,Simone,Wicks,Finance,Europe,D,Ready now,3 - 5 years,Male,White,3.0,
921,iManage,Emile,Kenward,Virtual Online Learning,United Kingdom,D,Performing to standard,3 - 5 years,Male,White,5.0,
921,iManage,Marybelle,Everton,Assessment & Qualifications,United Kingdom,E,Ready now,Less than 2 years,Male,White,2.0,
921,iManage,Terra,Whalley,Virtual Online Learning,"North America, United States",C2,Coach,3 - 5 years,Female,White,2.0,
921,iManage,Manda,Topliss,Assessment & Qualifications,United Kingdom,C2,Coach,Less than 2 years,Female,White,1.0,
921,iManage,Delmy,Levin,Corporate Marketing & Comms,"North America, Canada",E,Aspire to move,3 - 5 years,Male,White,9.0,
921,iManage,Eugenia,Thornhill,Virtual Online Learning,Europe,C2,Ready in 1 year,11 + years,Female,White,4.0,
921,iManage,Lela,Pearson,Finance,Australia,D,Coach,6 - 10 years,Female,White,5.0,
921,iManage,Tanisha,Timberlake,Workforce Skills,United Kingdom,C2,Coach,3 - 5 years,Female,White,1.0,
921,iManage,Barrie,Aitken,Assessment & Qualifications,United Kingdom,C2,Aspire to move,Less than 2 years,Male,White,3.0,
921,iManage,Daren,Hine,Assessment & Qualifications,United Kingdom,E,Coach,6 - 10 years,Female,White,5.0,
921,iManage,Nicolasa,Emms,Virtual Online Learning,"North America, United States",C2,Ready now,3 - 5 years,Male,White,3.0,
921,iManage,Beverlee,Franco,Assessment & Qualifications,United Kingdom,E,Coach,6 - 10 years,Female,White,3.0,
921,iManage,Marisela,Nelson,Higher Education,Europe,C2,Ready in 1 year,11 + years,Male,White,5.0,
921,iManage,Lashon,Neave,Higher Education,"North America, United States",D,Performing to standard,11 + years,Male,White,10.0,
921,iManage,Jina,Loft,Human Resources,United Kingdom,C2,Ready now,Less than 2 years,Male,White,4.0,
921,iManage,Dania,Glasgow,Human Resources,United Kingdom,E,Aspire to move,11 + years,Female,White,5.0,
921,iManage,Leandro,Willetts,Human Resources,Australia,C2,Performing to standard,3 - 5 years,Male,White,3.0,
921,iManage,Marvel,Gandham,Workforce Skills,Australia,C2,Ready in 1 year,6 - 10 years,Female,White,0.0,
921,iManage,Kimbra,Johns,English Language Learning,United Kingdom,C2,Ready now,11 + years,Female,White,9.0,
921,iManage,Marty,Anscombe,CPO/DTC,"North America, Canada",C2,Performing to standard,Less than 2 years,Male,White,1.0,
921,iManage,Ismael,Perkins,Finance,Europe,D,Coach,11 + years,Male,White,3.0,
921,iManage,Delana,Mcgregor,Assessment & Qualifications,United Kingdom,C2,Aspire to move,Less than 2 years,Male,White,0.0,
921,iManage,Renetta,Morgan,Higher Education,United Kingdom,C2,Coach,3 - 5 years,Male,White,2.0,
921,iManage,Lael,Linsby,Assessment & Qualifications,"North America, United States",C2,Ready in 1 year,11 + years,Female,White,1.0,
921,iManage,Laree,Timberlake,Assessment & Qualifications,Australia,E,Aspire to move,3 - 5 years,Male,White,4.0,
921,iManage,Pasty,Lees,Virtual Online Learning,"North America, Canada",C2,Ready now,11 + years,Female,White,4.0,
921,iManage,Dann,Oakes,English Language Learning,Europe,C2,Aspire to move,3 - 5 years,Female,White,6.0,
921,iManage,Armand,Addinall,English Language Learning,United Kingdom,E,Ready now,3 - 5 years,Female,White,6.0,
921,iManage,Roma,Collier,English Language Learning,United Kingdom,E,Ready in 1 year,Less than 2 years,Female,White,8.0,
921,iManage,Pandora,Trinder,Assessment & Qualifications,"North America, United States",C2,Aspire to move,11 + years,Male,White,2.0,
921,iManage,Will,Wale,Assessment & Qualifications,United Kingdom,D,Performing to standard,3 - 5 years,Female,White,1.0,
921,iManage,Margene,Bing,English Language Learning,United Kingdom,E,Ready in 1 year,6 - 10 years,Male,White,8.0,
921,iManage,Edmund,Talbot,Higher Education,"North America, United States",C2,Coach,Less than 2 years,Female,White,0.0,
921,iManage,Wilburn,Feetham,Legal,"North America, United States",C2,Performing to standard,Less than 2 years,Male,White,5.0,
921,iManage,Reinaldo,Knigge,CPO/DTC,West Asia,D,Coach,11 + years,Male,White,4.0,
921,iManage,Shantel,Mcbain,Virtual Online Learning,United Kingdom,C2,Performing to standard,Less than 2 years,Male,White,9.0,
921,iManage,Mitch,Oxley,Assessment & Qualifications,United Kingdom,C2,Coach,6 - 10 years,Female,White,5.0,
921,iManage,Eve,Driffield,Virtual Online Learning,"North America, United States",D,Coach,3 - 5 years,Female,White,3.0,
921,iManage,Benito,Hudson,Virtual Online Learning,Europe,D,Performing to standard,11 + years,Female,White,6.0,
921,iManage,Yuki,Steadman,Higher Education,Europe,C2,Performing to standard,11 + years,Male,White,6.0,
921,iManage,Lisabeth,Klam,Virtual Online Learning,United Kingdom,C2,Aspire to move,11 + years,Male,White,8.0,
921,iManage,Lexie,Renna,Corporate Marketing & Comms,"North America, United States",D,Coach,6 - 10 years,Male,White,6.0,
921,iManage,Enedina,Noakes,Higher Education,United Kingdom,C2,Ready now,3 - 5 years,Female,White,9.0,
921,iManage,Darwin,Moran,Higher Education,Middle East,C2,Aspire to move,6 - 10 years,Female,White,7.0,
921,iManage,Joane,Kore,Higher Education,United Kingdom,D,Ready now,3 - 5 years,Female,White,4.0,
921,iManage,Clarine,Hellier,Higher Education,United Kingdom,C2,Performing to standard,6 - 10 years,Female,White,9.0,
921,iManage,Nicholle,Otter,Higher Education,United Kingdom,C2,Performing to standard,Less than 2 years,Female,White,7.0,
921,iManage,Sibyl,Ridgway,CPO/DTC,"North America, United States",C2,Performing to standard,6 - 10 years,Female,White,5.0,
921,iManage,Jammie,Crow,Assessment & Qualifications,United Kingdom,C2,Ready now,6 - 10 years,Male,White,8.0,
921,iManage,Aiko,Denney,Assessment & Qualifications,"North America, United States",C2,Aspire to move,3 - 5 years,Male,White,4.0,
921,iManage,Norma,Gauntlett,Assessment & Qualifications,"North America, United States",E,Ready now,6 - 10 years,Male,White,3.0,
921,iManage,Cythia,Broadley,Assessment & Qualifications,United Kingdom,F,Performing to standard,3 - 5 years,Male,Black,8.0,
921,iManage,Milton,Furnish,Human Resources,United Kingdom,D,Aspire to move,6 - 10 years,Female,White,7.0,
921,iManage,Sydney,Eatherington,Workforce Skills,United Kingdom,D,Coach,3 - 5 years,Female,White,0.0,
921,iManage,Angla,Rigby,Assessment & Qualifications,United Kingdom,E,Ready in 1 year,3 - 5 years,Male,White,2.0,
921,iManage,Wes,Horton,Human Resources,United Kingdom,E,Coach,11 + years,Female,White,6.0,
921,iManage,Alonzo,Llewellyn,Virtual Online Learning,"North America, United States",C2,Ready in 1 year,6 - 10 years,Male,White,10.0,
921,iManage,Henriette,Aylott,Virtual Online Learning,"North America, Canada",C2,Ready in 1 year,Less than 2 years,Female,White,2.0,
921,iManage,Ayako,Stannard,Human Resources,"North America, United States",C2,Coach,3 - 5 years,Female,White,4.0,
921,iManage,Hassan,Ottey,English Language Learning,"North America, Canada",C2,Aspire to move,Less than 2 years,Female,White,6.0,
921,iManage,Miriam,Oneil,Higher Education,"North America, United States",C2,Ready in 1 year,Less than 2 years,Female,White,9.0,
921,iManage,Sandee,Turner,Virtual Online Learning,United Kingdom,C2,Ready now,11 + years,Male,White,1.0,
921,iManage,Jay,Hood,Finance,"North America, United States",C2,Ready in 1 year,3 - 5 years,Female,White,9.0,
921,iManage,Karan,Mcdermott,Assessment & Qualifications,"North America, United States",D,Coach,3 - 5 years,Female,White,4.0,
921,iManage,Adeline,Fitton,Corporate Marketing & Comms,United Kingdom,D,Ready in 1 year,3 - 5 years,Male,White,3.0,
921,iManage,Valentine,Crump,Assessment & Qualifications,United Kingdom,C2,Aspire to move,Less than 2 years,Female,White,5.0,
921,iManage,Jerica,Keeley,English Language Learning,"North America, United States",C2,Performing to standard,3 - 5 years,Female,White,2.0,
921,iManage,Creola,Gleave,Corporate Marketing & Comms,United Kingdom,E,Ready now,6 - 10 years,Male,White,7.0,
921,iManage,Christine,Dawes,Virtual Online Learning,"North America, Canada",C2,Performing to standard,11 + years,Female,White,10.0,
921,iManage,Annita,Wicks,Higher Education,Middle East,C2,Performing to standard,Less than 2 years,Female,White,3.0,
921,iManage,Portia,Fenn,CPO/DTC,Middle East,D,Coach,6 - 10 years,Female,White,5.0,
921,iManage,Patty,Kinchin,Finance,United Kingdom,E,Coach,11 + years,Male,White,1.0,
921,iManage,Kristine,Phelps,Virtual Online Learning,"North America, United States",E,Aspire to move,3 - 5 years,Female,Latino/Hispanic,4.0,
921,iManage,Tanner,Cowie,Legal,"North America, United States",D,Ready now,Less than 2 years,Female,White,3.0,
921,iManage,Elmo,Leckie,Strategy,Europe,C2,Aspire to move,3 - 5 years,Male,White,9.0,
921,iManage,Caleb,Downing,English Language Learning,"North America, United States",C2,Coach,6 - 10 years,Male,White,3.0,
921,iManage,Shanti,Awad,Virtual Online Learning,Africa,E,Ready now,Less than 2 years,Female,White,2.0,
921,iManage,Sonia,Towle,Higher Education,United Kingdom,C1,Coach,Less than 2 years,Male,White,2.0,I don't think the course focused on the most difficult parts of being a manager - like having critical conversations around pay and performance.
